Timestamp;F_Score;Photo ID;Expected_outcome;;
55:45;0.824;1004;ENT;;
55:48;0.109;1005;ENT;;
55:52;0.199;1006;ENT;;
55:56;0.191;1007;ENT;;
56:00;0.191;1008;ENT;;
56:05;0.215;1009;ENT;;
56:09;0.184;1010;ENT;;
56:13;0.141;1011;ENT;;
56:16;0.953;1012;ENT;;
56:20;0.918;1013;ENT;;
56:24;0.934;1014;ENT;;
56:27;0.930;1015;ENT;;
56:31;0.930;1016;ENT;;
56:34;0.945;1017;ENT;;
56:38;0.875;1018;ENT;;
56:43;0.934;1019;ENT;;
56:47;0.992;1020;ENT;;
56:51;0.992;1021;ENT;;
56:54;0.992;1022;ENT;;
56:58;0.992;1023;ENT;;
57:02;0.996;1024;ENT;;
57:05;0.996;1025;ENT;;
57:10;0.992;1026;ENT;;
57:14;0.996;1027;ENT;;
57:18;0.992;1028;ENT;;
57:21;0.996;1029;ENT;;
57:25;0.992;1030;ENT;;
57:29;0.992;1031;ENT;;
57:33;0.992;1032;ENT;;
57:36;0.992;1033;ENT;;
57:41;0.996;1034;ENT;;
57:45;0.996;1035;ENT;;
57:49;0.809;1036;ENT;;
57:53;0.793;1037;ENT;;
57:56;0.836;1038;ENT;;
58:00;0.770;1039;ENT;;
58:04;0.848;1040;ENT;;
58:08;0.688;1041;ENT;;
58:13;0.871;1042;ENT;;
58:16;0.965;1043;LNT;;
58:20;0.969;1044;LNT;;
58:24;0.977;1045;LNT;;
58:28;0.977;1046;LNT;;
58:33;0.969;1047;LNT;;
58:36;0.977;1048;LNT;;
58:40;0.969;1049;LNT;;
58:44;0.965;1050;LNT;;
58:48;0.906;1051;LNT;;
58:51;0.859;1052;LNT;;
58:55;0.930;1053;LNT;;
58:59;0.914;1054;LNT;;
59:03;0.891;1055;LNT;;
59:08;0.871;1056;LNT;;
59:12;0.922;1057;LNT;;
59:16;0.996;1058;LNT;;
59:19;0.996;1059;LNT;;
59:23;0.996;1060;LNT;;
59:27;0.996;1061;LNT;;
59:31;0.996;1062;LNT;;
59:36;0.996;1063;LNT;;
59:39;0.996;1064;LNT;;
59:43;0.996;1065;LNT;;
59:47;0.996;1066;LNT;;
59:51;0.996;1067;LNT;;
59:54;0.996;1068;LNT;;
59:58;0.996;1069;LNT;;
